"","X","slug","season","team_slug","position","game_uid","game_date","toi","goals","assists","points","iXG","iXA","iXP","XPGF","XPGA","XPGPercentage","LPRs","contestedLPRs","PDPs","scoringChanceGeneratingPlays","defensivePlays","possessionTime","controlledEntries","controlledExits","date","possMin","c7session","c7O.I.L","c7H.S.L","c7M.S.L","c7L.S.L","c7TRIMP","a7TRIMP.PL","a7A.F.lb.R","a7A.HF.S.R","c7PL","c7SL","c7estTRIMP","a7TRIMP.OIL","a7estTRIMP.OIL","pct7DestTRIMPGames","pct7DOILGames","a7HSL.OIL","pct7DHSLGames","WorkPercent","line","role","HAW","backToBack","HSL.TOI","OIL.TOI","a7HSL.TOI","a7OIL.TOI","pos.TOI","a7ngHSL.OIL","a7ngTRIMP.PL","a7ngTRIMP"
"226",225,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120127","Sat, 30 Jan 2021 00:00:00 GMT",10.878331,0,0,0,0.00550423036694706,0,0.00550423036694706,0.0685574947762343,0.163623934160734,0.295275531252097,10,4,13,1,5,26.23333333334,3,3,"2021-01-30",0.437222222222333,5,621.71577,2466.6193667,1364.69922,1309.76116,174.9,0.55,7.41924333333333,-3.36410666666667,317.8,3368.61308,583.537140176882,0.919856427352397,0.93699151915272,61.9000704335054,61.6037132209144,3.85373674283726,71.8581346854224,2.00081390728477,4,"F4","A",0,44.2224700369937,9.56029008494042,44.0226997446782,9.51236887977945,4.01920315002672,2.8490900694663,0.55,87.45
"227",226,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120145","Mon, 01 Feb 2021 00:00:00 GMT",12.6822231666667,0,1,1,0.0249782547483921,0.10376261955364,0.128740874302032,0.200344951305705,0.214282645193877,0.483192515397144,12,1,11,5,6,30.299999999717,3,3,"2021-02-01",0.504999999995283,6,719.42913,2757.9842534,1978.57894,1946.27556,262.1,0.5,10.586272,-1.825932,507.3,4966.30542,690.361656291776,0.847803935749891,0.869500024638109,53.1134175316409,51.5686652832642,3.64046695271355,62.2386923088442,NA,3,"F3","A",0,44.1562959932668,9.540913955688,44.0820332953247,9.5277117270462,3.98195169221276,2.99069355284575,0.5,65.525
"228",227,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120159","Wed, 03 Feb 2021 00:00:00 GMT",13.8377768333333,0,0,0,0,0,0,0.0120963959632758,0.698701957182371,0.0170180416284633,11,3,11,0,4,37.59999999994,1,2,"2021-02-03",0.626666666665667,6,599.74629,2374.4350334,1384.81537,1419.91975,208,0.475,11.1788825,-0.438725,431.1,3531.63682,575.64975501026,0.839763424428682,0.863822218322606,61.8663317584426,59.3584330467472,3.71629203302338,69.3863302311904,NA,3,"F3","A",0,44.0099596441679,9.46683860982922,44.1416432736609,9.53846927564431,4.52866579807902,3.06072642344979,0.475,52
"229",228,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120174","Fri, 05 Feb 2021 00:00:00 GMT",10.0783366666667,0,0,0,7.39969119332241e-05,0,7.39969119332241e-05,0.0647021207277221,0.354248202401889,0.154438646196497,8,2,7,0,1,23.5000000001,0,4,"2021-02-05",0.391666666668333,5,549.47162,2247.7779467,1081.73999,1150.90906,129.1,0.466666666666667,10.987705,3.1760475,273.3,2830.36033,535.468957226149,0.821082443922423,0.865231792745546,66.8051399076866,64.7895154257466,3.84923983529772,73.408793298399,NA,4,"F4","A",0,43.9490511132623,9.48899967256498,44.1295752248095,9.52268088348588,3.88622328884626,3.08546461362267,0.466666666666667,43.0333333333333
"230",229,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120179","Sat, 27 Mar 2021 00:00:00 GMT",7.10722283333333,0,0,0,0,0,0,0.00390796584829755,0.292175171196768,0.0131988801770319,7,0,5,0,3,8.69999999982,0,0,"2021-03-27",0.144999999997,3,312.8090567,1244.4488967,1088.25861,1118.99531,192.56,0.58074,7.958635,-1.162395,334.460373707444,2904.63615,304.575667731467,0.98809076606683,0.974843073243147,36.7776154168122,37.7599894152937,3.93227309642283,43.9605570104725,NA,4,"F4","H",0,43.748921427045,9.44578985411016,43.8003715308068,9.45689840078951,2.04017804699947,3.58262017146246,0.58074,96.28
"231",230,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120195","Tue, 13 Apr 2021 00:00:00 GMT",14.6544402333333,0,0,0,0.500148465194759,0.00750498323873122,0.50765344843349,0.950108821972261,0.569484894113311,0.625238714739959,12,2,6,4,5,19.2000000001,0,2,"2021-04-13",0.320000000001667,5,556.94314664,1792.3973067,882.54666,914.10736,60.9,0.5,13.1121766666667,-4.03387,121.8,2285.18466,425.604043404462,0.947349017222618,0.975572032972716,63.8953274157445,72.0929360675901,3.84189611806773,72.7442884357242,2.28172212891566,3,"F3","H",0,43.9366264728043,9.48631708113898,44.0727469430258,9.52046516853492,2.18363850755478,3.24548319939701,0.5,60.9
"232",231,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120212","Wed, 10 Feb 2021 00:00:00 GMT",9.69166816666667,1,0,1,0.123728091156841,0,0.123728091156841,0.297300004382582,0.859273946793299,0.257052308743699,8,1,9,2,3,22.00000000002,0,3,"2021-02-10",0.366666666667,5,539.95854333,2006.9497833,1868.09878,1824.55816,252.8,0.533333333333333,8.966682,1.645902,471.5,4647.67339,548.947056587475,1.33556252987107,1.19303729995266,39.2874557052158,41.9723580874044,3.39190221680993,52.4145318459499,NA,4,"F4","A",0,43.9621600092959,9.49268984635926,43.9795053787151,9.4779191411971,3.78331841703068,2.79663143299948,0.533333333333333,84.2666666666667
"233",232,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120228","Fri, 12 Feb 2021 00:00:00 GMT",12.2766701666667,0,0,0,0.07650153030199,0.110408647120459,0.186910177422449,0.338632688289611,0.497205925610955,0.405141234991921,7,2,7,2,1,25.03333333344,1,2,"2021-02-12",0.417222222224,6,586.54413333,2049.08917,2231.28121,2305.73111,321.7,0.525,9.19960166666667,1.426985,609.3,5717.10149,592.993512806882,1.2414855931391,1.148920416878,30.5658462090822,31.9896360167725,3.26442282059678,42.4090865699124,NA,3,"F3","A",0,44.0238810168136,9.53027151594212,43.9556055612791,9.49084475946212,3.39849663271749,2.72746066211662,0.525,80.425
"234",233,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120230","Sat, 13 Feb 2021 00:00:00 GMT",13.6894456666667,0,0,0,0.0094235197488118,0,0.0094235197488118,0.0963763790819257,0.84491300156642,0.102387619645239,8,1,3,0,3,20.76666666675,0,2,"2021-02-13",0.3461111111125,6,565.57213,2041.9895134,1977.04259,1995.83944,321.7,0.525,8.509922,1.4421,609.3,5048.33821,569.889418413579,1.2414855931391,1.1442610801857,35.0955441078937,36.9537303756463,3.37287218203529,47.3329234580975,NA,3,"F3","A",1,43.9267847612139,9.49636699435867,43.9930205130548,9.51148068115069,2.52830625534581,2.7786860166747,0.525,80.425
"235",234,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120244","Sun, 07 Mar 2021 00:00:00 GMT",8.85499933333333,0,0,0,0.00062933887387576,0,0.00062933887387576,0.036251758707232,0.831276918617317,0.0417873894601757,10,1,5,0,2,12.53333333338,0,2,"2021-03-07",0.208888888889667,6,516.20502,1842.12487,1640.4655,1651.33538,266.71467,0.52302,8.43972,0.60007,501.316521416025,4234.12575,536.832219659256,0.948192554316015,0.943133741558713,37.4989635951546,37.5819669479386,3.33398808600833,48.8457658139103,NA,4,"F4","H",0,44.1407900764758,9.5303978569846,44.1407718115403,9.51570948051067,2.35899384095192,2.95284521439871,0.52302,66.6786675
"236",235,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120265","Thu, 18 Feb 2021 00:00:00 GMT",9.00222516666667,0,0,0,0.123120336708299,0,0.123120336708299,0.243768582740819,0.401349418661179,0.377866657279832,12,2,9,3,7,30.26666666697,0,3,"2021-02-18",0.5044444444495,6,551.75967,2173.49758,1613.11002,1662.8355,289.0435,0.5130025,8.417715,3.0309725,561.931699620476,4307.6431,522.468097511625,0.945163679960382,0.945180364685122,44.6772919960785,44.7658669942296,3.75868772104536,52.5328397191038,NA,4,"F4","H",0,43.9891240963739,9.55319361688927,43.9753328890137,9.51331925515039,5.6035528451049,3.32677802030735,0.5130025,72.260875
"237",236,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120290","Sun, 21 Feb 2021 00:00:00 GMT",13.9155581666667,0,0,0,0.039799938230562,0.00436151942747491,0.0441614576580369,0.506230284424469,0.47109691822592,0.517974208690432,10,1,4,1,3,20.00000000004,0,1,"2021-02-21",0.333333333334,5,407.12439,1450.44346,1672.22682,1804.54279,322.19683,0.54339,8.46691,3.05483,588.323365616776,4531.21307,405.856641531675,0.994645295746772,0.990273937833871,20.61314340353,21.1237651470598,3.51575729903705,27.3019949360867,NA,3,"F3","H",0,44.0035049953499,9.48578550849599,43.9891240963739,9.55319361688927,2.39540038093812,3.24353383309864,0.54339,80.5492075
"238",237,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120312","Thu, 25 Feb 2021 00:00:00 GMT",12.3166666666667,0,0,0,0.0351038066890822,0.00599031134287797,0.0410941180319602,0.111072319240696,1.11721143943913,0.0904288756207913,13,2,10,1,6,38.3333333334,1,2,"2021-02-25",0.63888888889,5,451.17148,1776.7218633,1265.32448,1323.00058,235.35333,0.57385,10.9884866666667,1.30072666666667,401.8916659963,3356.71359,443.285058083756,0.994583079857527,0.979598331805637,46.9070013283571,48.3186570214944,3.84784628755805,56.7524582281646,NA,3,"F3","A",0,44.0595399215154,9.49932341001351,43.9963145458619,9.51948956269263,5.18718989626521,3.33189712878774,0.57385,78.45111
"239",238,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120323","Fri, 26 Feb 2021 00:00:00 GMT",10.9733327833333,0,0,0,0.0258665897144048,0,0.0258665897144048,0.312334833942042,0.67504336877531,0.3163274549534,6,1,8,2,2,11.53333333311,1,2,"2021-02-26",0.1922222222185,5,482.17148,1923.38853,1265.32448,1323.00058,235.35333,0.57385,10.9884866666667,1.30072666666667,401.8916659963,3356.71359,470.687269970045,0.994583079857527,0.974890243249465,49.9979402427905,51.6413787061815,3.85455138269222,60.050269718516,NA,4,"F4","A",1,44.1069280916293,9.56865175541544,44.0315224584327,9.49255445925475,1.75172143243896,3.33189712878774,0.57385,78.45111
"240",239,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120359","Wed, 03 Mar 2021 00:00:00 GMT",7.68277666666667,0,0,0,0,0,0,0.0401933656281653,0.23623603803162,0.145401918522507,8,0,3,0,1,16.100000000034,0,0,"2021-03-03",0.2683333333339,6,484.8694,1825.6354467,1244.67123,1242.83882,257.81467,0.564026666666667,8.98660333333333,-0.47912,455.216521416025,3286.47883,469.259784795203,0.977983388081376,0.967845533866705,45.0592873385652,45.7855249269185,3.68666637500845,56.2361269088959,1.26510458333333,4,"F4","H",0,44.0986396845238,9.50177301348948,44.0832340065724,9.53398758271447,3.49266085656401,3.0618771423523,0.564026666666667,85.9382233333333
"241",240,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120373","Fri, 05 Mar 2021 00:00:00 GMT",12.6972188333333,0,0,0,0.0250712291494604,0,0.0250712291494604,0.255391691466724,0.936269278731533,0.214315730609382,15,2,8,0,6,29.83333333332,2,3,"2021-03-05",0.497222222222,6,473.28377,1743.80531,1472.5534,1436.23857,277.11467,0.49802,9.43329,2.20911,541.916521416025,3829.79728,488.229267848157,0.918255490114982,0.920126196982914,38.3955892141856,37.6095719487698,3.6275231278912,47.1841664480308,NA,3,"F3","H",0,44.1829039385568,9.52964594753187,44.1027838880765,9.53521238445246,3.91599316943857,3.18831102694754,0.49802,69.2786675
"242",241,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120401","Tue, 09 Mar 2021 00:00:00 GMT",10.1177766666667,0,0,0,0.00601041878209844,0,0.00601041878209844,0.08980657165401,0.743627458521828,0.107754865295172,14,1,15,1,3,33.766666666623,1,6,"2021-03-09",0.56277777777705,7,653.80906667,2372.6783967,1918.20263,1960.32599,312.51467,0.518416,7.60154166666667,-0.397966666666667,592.916521416025,4960.54035,664.964065643699,0.930694436346346,0.936887068190204,42.9706677008977,42.5799642222634,3.41808590863198,54.3970336854376,NA,4,"F4","A",0,44.0676525475128,9.5146067996493,44.1407778998521,9.52060560600198,5.56226724821015,2.89821800913255,0.518416,62.502934
"243",242,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120430","Sat, 13 Mar 2021 00:00:00 GMT",12.5611105,0,0,0,0,0,0,0.0250129720459024,0.359896957986005,0.0649839614265834,5,1,4,1,3,15.23333333337,0,0,"2021-03-13",0.2538888888895,6,517.98987334,1839.8404334,1861.97583,1940.80101,282.699,0.5662925,10.144464,-0.70217,488.188655531669,4805.88394,503.008095069984,0.958207717814511,0.963576810171563,34.8137025206325,34.8768079528495,3.32912398149253,45.4785816318716,NA,3,"F3","H",0,44.1946063049123,9.54201726829805,44.1042213119943,9.52250232831695,2.02122964278915,2.80784014618658,0.5662925,70.67475
"244",243,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120483","Tue, 20 Apr 2021 00:00:00 GMT",11.976114,0,0,0,0.0679538622584335,0.131003134733735,0.198956996992169,0.491358345626452,0.316033934130958,0.608574490920431,10,2,7,2,5,17.03333333334,1,2,"2021-04-20",0.283888888889,5,635.3543267,2781.44827,555.80569,585.26906,115,0.5,8.2295,-1.124095,230,1539.22302,641.866306873947,0.936447187070231,0.931193171127172,80.8450276633953,81.044016710243,4.36857727190296,85.6855770321409,NA,3,"F3","A",0,43.8456080160894,9.46884774142931,43.9889723059488,9.50376911748971,2.37045913965916,3.18932812993308,0.5,57.5
"245",244,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120515","Thu, 25 Mar 2021 00:00:00 GMT",12.4900006,0,1,1,0.0523358183793972,0,0.0523358183793972,0.459134077530245,0.468864805831291,0.494757144391274,12,0,4,1,6,28.60000000007,0,2,"2021-03-25",0.476666666667833,2,98.8614,350.05101,528.93738,531.33609,126.86,0.66148,9.54971,0.35015,156.860373707444,1410.32448,126.86,1.04955017833047,1.04955017833047,0,0,3.54082594420067,0,NA,3,"F3","H",0,43.8003715308068,9.45689840078951,NA,NA,3.81638625916346,3.54082594420067,0.66148,63.43
"246",245,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120605","Sat, 10 Apr 2021 00:00:00 GMT",9.30499883333333,0,0,0,0.0970193330567968,0.0109181457208167,0.107937478777614,0.143112267056235,0.209544485722116,0.405811787038664,7,2,3,3,4,12.93333333344,1,1,"2021-04-10",0.215555555557333,5,437.3435333,1123.3348333,1144.62497,1204.03452,119.3,0.5,12.107065,-2.34404,238.6,3007.06099,308.470219535958,0.948211071653491,0.972170619748173,31.2533486391177,50.3913551978431,3.17673421888227,41.3886687671007,NA,4,"F4","A",0,44.1339836850777,9.52892829522655,43.7859041910861,9.49425763223956,2.31655650278158,3.12426594462841,0.5,59.65
"247",246,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120614","Tue, 06 Apr 2021 00:00:00 GMT",10.6183335,0,1,1,0.00153306653286587,0,0.00153306653286587,0.490589738515078,0.279162718095946,0.637334423945835,6,0,4,0,2,10.03333333326,1,1,"2021-04-06",0.167222222221,6,370.69975,1386.43031,1727.07734,1717.07137,360.3,0.54,12.501342,-0.403554,669.166666666667,4830.57902,360.3,0.979848796513068,0.979848796513068,0,0,3.67471692079049,0,NA,4,"F4","A",1,43.7859041910861,9.45377476606852,NA,NA,1.57484432204922,3.67471692079049,0.54,72.06
"248",247,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120628","Thu, 08 Apr 2021 00:00:00 GMT",12.5855549,0,0,0,0.233962479692031,0,0.233962479692031,0.692906123102985,0.244204060968263,0.739407312908152,9,1,7,4,5,15.33333333354,0,3,"2021-04-08",0.255555555559,5,361.7469033,1450.0163433,1321.75795,1171.7971,205,0.533333333333333,12.0796775,-1.4461575,383.666666666667,3478.63806,347.88451252273,0.946878741980039,0.961556529683364,27.712436078374,27.7496040420148,3.7941196572078,32.0640064126372,NA,3,"F3","A",0,NA,9.5347404984106,43.7859041910861,9.45377476606852,2.03054658765185,3.74165138295394,0.533333333333333,68.3333333333333
"249",248,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120665","Thu, 15 Apr 2021 00:00:00 GMT",13.9438867666667,0,0,0,0.105816429063001,0,0.105816429063001,0.28211234364565,0.173267839908666,0.61950948643333,8,2,8,3,3,34.966666666694,3,2,"2021-04-15",0.582777777778233,6,671.78332004,2177.9934401,1132.17014,1307.17893,175.9,0.5,9.83679,-2.527145,351.8,3134.54251,569.63080644332,0.94008113045436,0.946599397078282,57.9297961220003,65.5196380901199,3.77174554138573,68.081013138034,NA,3,"F3","H",0,44.0718820787516,9.53823006637867,44.1229877035985,9.52860074730253,4.17945001655766,2.94646852855471,0.5,58.6333333333333
"250",249,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120685","Fri, 16 Apr 2021 00:00:00 GMT",12.9433361666667,0,0,0,0.0718736500561807,0,0.0718736500561807,0.57452560413747,0.478475490452784,0.545607793846625,10,0,2,2,3,5.566666666503,0,0,"2021-04-16",0.09277777777505,6,637.87231004,2656.0193934,899.76726,1032.46329,175.9,0.5,9.32905,-0.575613333333333,351.8,2490.91661,648.405160916156,0.94008113045436,0.939975221548076,71.016888415569,71.040863964072,4.05685043789809,78.965286872969,NA,3,"F3","H",1,43.9067635022536,9.47978159726643,44.1102112973868,9.52947313929455,0.716799568367721,2.95865070503251,0.5,58.6333333333333
"251",250,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120701","Sun, 18 Apr 2021 00:00:00 GMT",12.6383333333333,0,0,0,4.197825519521e-05,0,4.197825519521e-05,0.151515374741171,0.647976962516921,0.189514480227293,5,2,4,0,3,16.70000000016,1,2,"2021-04-18",0.278333333336,5,607.62099337,2653.1149367,555.80569,585.26906,115,0.5,8.2295,-1.124095,230,1539.22302,617.460568391451,0.936447187070231,0.934548114407627,80.0333553525768,80.1788184881457,4.36876993329555,84.9931767187129,NA,3,"F3","H",0,44.0406171699856,9.51074772517476,44.0534062516808,9.51718646480452,2.20229460637743,3.18932812993308,0.5,57.5
"252",251,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120714","Sun, 11 Apr 2021 00:00:00 GMT",9.667778555,0,0,0,0.0286320035853505,0,0.0286320035853505,0.6268195890078,0.785416845032965,0.443848900863088,9,3,8,0,4,16.16666666647,1,2,"2021-04-11",0.269444444441167,5,526.01019997,1534.0015,1144.62497,1204.03452,119.3,0.5,12.107065,-2.34404,238.6,3007.06099,394.564803485654,0.948211071653491,0.971934805452205,46.2539627196514,58.7536135207314,3.46770316461986,57.0794748245031,NA,4,"F4","H",1,44.2983529529137,9.564417114434,43.9599439380819,9.50581451990189,2.78703574878445,3.12426594462841,0.5,59.65
"253",252,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120729","Thu, 22 Apr 2021 00:00:00 GMT",12.9516666666667,0,0,0,0.107844506820159,0,0.107844506820159,0.115851384031688,0.717750351712382,0.13897689875643,8,2,2,0,4,9.03333333316,0,0,"2021-04-22",0.150555555552667,4,525.53936,2370.5382133,223.86588,230.30477,0,NA,1.94625,4.22159,0,560.17553,500.423667359565,NA,0.956925631913704,92.4845619556846,93.1043490253518,4.52507368403619,95.5282357649729,NA,3,"F3","A",0,43.9943379230471,9.49877750611244,43.96621769177,9.49940178256229,1.16244155619096,2.92513112814354,NA,NA
"254",253,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120738","Fri, 23 Apr 2021 00:00:00 GMT",10.6150011,0,0,0,0.025418765299541,0,0.025418765299541,0.223737832166209,0.714146307741883,0.238555939530158,6,1,2,1,6,11.4999999997,0,0,"2021-04-23",0.191666666661667,4,552.50194,2410.89558,501.36647,456.71255,0,NA,7.766805,-0.46996,0,1149.1746,529.009110876196,NA,0.966312931395682,85.8379211608235,86.7553514834717,4.39344193072441,92.0736683253615,NA,4,"F4","A",1,43.8718748696126,9.46773335708839,43.9468316528439,9.48953864249574,1.80562078944737,2.61438303560077,NA,NA
"255",254,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120757","Sun, 25 Apr 2021 00:00:00 GMT",9.232223,0,0,0,0.00179606690162773,0,0.00179606690162773,0.203757590042051,0.490962841589728,0.293294368158224,7,1,7,1,6,18.23333333336,1,3,"2021-04-25",0.303888888889333,4,530.30194,2308.29558,501.36647,456.71255,0,NA,7.766805,-0.46996,0,1149.1746,509.477644789178,NA,0.9699580902947,85.2950000623255,86.2008915147472,4.3939941816945,91.7213557199637,NA,4,"F4","A",0,44.0847236900582,9.5210005217595,43.9381094946837,9.48652658245123,3.29161122829608,2.61438303560077,NA,NA
"256",255,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120770","Tue, 27 Apr 2021 00:00:00 GMT",10.5561083333333,0,0,0,0.00198405142319369,0,0.00198405142319369,0.0021597622750792,0.364467569450063,0.00589089270818019,8,1,2,1,1,4.7333333333,0,1,"2021-04-27",0.0788888888883333,5,561.28203,2370.59989,808.90967,845.27544,74.3,0.6,8.49157,1.27528666666667,123.833333333333,2057.185,555.348069051719,1.1741449798823,1.01571631115164,73.130601209524,75.6883308735183,4.18485908994809,83.0000882181767,NA,4,"F4","A",0,44.1166370497967,9.52450122006771,43.9491361247018,9.48908978159741,0.74732928459273,2.8591462579282,0.6,74.3
"257",256,"chris-wagner-91",20202021,"nhl.bos","Forward","G2020202120782","Thu, 29 Apr 2021 00:00:00 GMT",8.8961105,0,0,0,0.0176383865721292,0,0.0176383865721292,0.102903979475683,0.100198489097418,0.506660407422107,9,1,6,1,2,16.13333333317,1,2,"2021-04-29",0.268888888886167,5,547.1558167,2321.65094,808.60032,788.45618,74.3,0.6,11.6526833333333,-0.720313333333333,123.833333333333,2010.50744,543.538193291006,1.1741449798823,1.01896776763933,72.6384413541694,75.2923854825575,4.20054529877663,82.1915115284298,1.4726127753304,4,"F4","H",0,43.8506243824197,9.46481049218082,44.0168933831287,9.50300315125701,3.02254439045206,2.9941111422163,0.6,74.3
"258",257,"connor-clifton-95",20202021,"nhl.bos","Defense","G2020202120075","Sat, 23 Jan 2021 00:00:00 GMT",18.1366675666667,0,0,0,0,0,0,1.02416054276558,0.249322847669927,0.804219788383213,15,2,12,0,6,39.900000000354,1,3,"2021-01-23",0.6650000000059,5,430.42626,732.37767,1934.85137,2595.24221,395.54267,0.5140425,4.4853875,6.7971625,713.799262815326,5262.47125,395.54267,0.852833630912732,0.852833630912732,0,0,1.69095860012131,0,2.81716206030151,2,"D2","H",0,40.1396782139839,9.53868726788354,NA,NA,3.66660522150222,1.69095860012131,0.5140425,79.108534
"259",258,"connor-clifton-95",20202021,"nhl.bos","Defense","G2020202120093","Tue, 26 Jan 2021 00:00:00 GMT",16.2511103333333,0,0,0,0.155085969814756,0,0.155085969814756,1.01858908426714,0.350570603585011,0.743951997202778,18,4,17,2,6,56.36666666634,0,7,"2021-01-26",0.939444444439,6,655.27183,1534.26522,2124.68431,3090.69729,417.54267,0.491234,4.41879,13.900292,793.965929481993,6021.64682,547.775735038276,0.804475961152796,0.778678213176775,17.8026348111808,26.4012570172595,2.06019508842289,47.4494233793555,NA,2,"D2","H",0,39.9357328015188,9.47627558002141,40.1396782139839,9.53868726788354,5.78080158936628,1.6525183466267,0.491234,69.590445
"260",259,"connor-clifton-95",20202021,"nhl.bos","Defense","G2020202120127","Sat, 30 Jan 2021 00:00:00 GMT",16.9400006666667,0,0,0,0.00105737887379716,0,0.00105737887379716,0.233707676974381,0.284351163153117,0.451121878196044,11,1,18,0,10,56.69999999989,0,9,"2021-01-30",0.944999999998167,6,746.21572,1999.06039,1832.99747,2861.75151,311.6,0.557411764705882,3.10682,17.13155,578.616666666667,5316.80937,611.261144068007,0.79609086887882,0.740838569055811,31.5818705319173,43.8211084590928,2.07991437115292,68.8823612777401,1.96374205714285,2,"D2","A",0,39.9842565905447,9.50413185737378,40.0377055077514,9.50748142395248,5.57851217714335,1.4076105849005,0.5,51.9333333333333
"261",260,"connor-clifton-95",20202021,"nhl.bos","Defense","G2020202120145","Mon, 01 Feb 2021 00:00:00 GMT",15.7111083333333,0,0,0,0.0580886647225246,0,0.0580886647225246,0.21181717993594,0.583591682903686,0.266299748257454,18,3,13,1,0,49.333333333267,0,3,"2021-02-01",0.822222222221117,7,849.1358,2120.5406133,2313.00017,3549.01094,391.2,0.514509803921569,4.35237714285714,18.4612785714286,784.483333333334,6656.21839,677.27531428359,0.763067871315882,0.709499735135731,26.3769324840645,37.096539799641,1.9715639701025,62.5469432172747,NA,2,"D2","A",0,38.7623830909448,9.22913883117732,39.9599946960318,9.4902037186976,5.23338140617781,1.41692642090656,0.466666666666667,55.8857142857143
"262",261,"connor-clifton-95",20202021,"nhl.bos","Defense","G2020202120159","Wed, 03 Feb 2021 00:00:00 GMT",20.1988878333333,0,0,0,0.0740916273789086,0.0750255530759216,0.14911718045483,0.563418989642296,0.439550568050828,0.56175083811934,23,3,22,1,11,44.09999999983,1,5,"2021-02-03",0.734999999997167,7,759.15728,1934.9020733,1998.87059,3002.96604,390.1,0.531176470588235,4.81109666666667,17.5363583333333,752.416666666667,5650.40537,620.677286663075,0.79271731805335,0.709766117188123,28.0095310135127,40.3078529392486,2.04542399394326,66.4805393022367,NA,2,"D2","A",0,40.0517101077686,9.50547384510702,39.3733198407447,9.36663534427555,3.638814206316,1.37182402029413,0.483333333333333,55.7285714285714
"263",262,"connor-clifton-95",20202021,"nhl.bos","Defense","G2020202120174","Fri, 05 Feb 2021 00:00:00 GMT",15.9394463333333,0,0,0,0.0275146726987461,0.0234237861684627,0.0509384588672088,0.165320712331421,0.717142421676065,0.187340077970916,19,1,10,0,8,48.466666666993,0,3,"2021-02-05",0.807777777783217,6,893.30036,2719.9517433,1695.62911,2582.70131,271.2,0.5,6.081464,19.06835,538.466666666667,4902.94883,617.863402280782,0.810372050856604,0.702613497304528,43.9080566706215,55.748326352404,2.64594861946549,77.0356804476914,NA,2,"D2","A",0,40.1101343126955,9.52615690185309,39.5994499297527,9.41291484455271,5.06779069291732,1.58907238768581,0.5,67.8
"264",263,"connor-clifton-95",20202021,"nhl.bos","Defense","G2020202120179","Sat, 27 Mar 2021 00:00:00 GMT",17.16722,0,0,0,0.11868261777815,0.0250680090348247,0.143750626812975,1.80280305160821,0.58912497767007,0.753702883005294,24,5,16,3,7,38.5999999997403,1,7,"2021-03-27",0.643333333329005,3,407.61282,1100.94132,1127.94879,1468.96333,226.96767,0.61713,2.69011,11.28734,367.398196323274,2951.85344,320.363070621771,0.984858277059575,0.832284334881391,29.1529858421279,43.4664935219653,2.42093660752591,67.7601963381663,NA,2,"D2","H",0,40.0375444189566,9.50891680190503,40.1494969208834,9.53550551870981,3.7474520238513,1.52614175339414,0.61713,113.483835
"265",264,"connor-clifton-95",20202021,"nhl.bos","Defense","G2020202120195","Tue, 13 Apr 2021 00:00:00 GMT",16.1205542666667,0,0,0,0.0173156393207474,0.00974310026303651,0.0270587395837839,0.654017201362707,0.498825903685291,0.567308073838441,17,1,15,1,11,46.9000000002,1,4,"2021-04-13",0.78166666667,5,824.34308,3088.3405333,605.09915,1024.74698,106.3,0.7,5.593425,20.04293,151.857142857143,1804.85333,518.741506921547,1.57680883558823,0.758363200683488,69.5458263590257,83.9031729362003,3.41263579918713,94.3332932973878,1.85206545166403,2,"D2","H",0,40.0730638236036,9.51735265810585,40.0661453532743,9.51201789467543,4.84888207774774,1.32590434010338,0.7,106.3
