iter	Logloss
280	0.3811674911
281	0.3804282818
282	0.3796223854
283	0.3789324069
284	0.3782355225
285	0.3775456152
286	0.3768691293
287	0.3760922685
288	0.3755111108
289	0.3747995592
290	0.3741411199
291	0.3734580531
292	0.3726670678
293	0.371959267
294	0.3712503148
295	0.3706007659
296	0.3699233985
297	0.3692299492
298	0.3686853554
299	0.3679905515
300	0.3672941892
301	0.3666965136
302	0.3660863242
303	0.3654832659
304	0.3648921007
305	0.3642584783
306	0.3636074349
307	0.3630328933
308	0.362327467
309	0.3617130815
310	0.3609841229
311	0.3602894678
312	0.3596525153
313	0.3589942675
314	0.3583672281
315	0.3577090196
316	0.3570320203
317	0.3564251257
318	0.3558394237
319	0.3552577865
320	0.3545560185
321	0.3539335903
322	0.3533522219
323	0.3526421739
324	0.352028631
325	0.3513453912
326	0.3507468292
327	0.3501738767
328	0.349666175
329	0.3490562621
330	0.3484424739
331	0.3478280292
332	0.3472859916
333	0.3466758353
334	0.3460946664
335	0.3455389183
336	0.3449119484
337	0.3443476234
338	0.3437517764
339	0.3431467917
340	0.3425810998
341	0.3420427394
342	0.341484349
343	0.3409153072
344	0.3403634755
345	0.339770195
346	0.3391602397
347	0.3385857184
348	0.3380251891
349	0.3375112273
350	0.3369490023
351	0.3363691301
352	0.3358038141
353	0.3351808239
354	0.3347066558
355	0.3341375283
356	0.3335411585
357	0.3328994733
358	0.3323759892
359	0.331850715
360	0.3313233512
361	0.3307803694
362	0.3301979519
363	0.3296746366
364	0.329183217
365	0.3286201571
366	0.3281489697
367	0.3275710915
368	0.3269872165
369	0.326491577
370	0.3259355427
371	0.3254200557
372	0.3248703132
373	0.3243636208
374	0.323832227
375	0.3233791543
376	0.3228476831
377	0.3223503007
378	0.3217691761
379	0.3212843136
380	0.3207791332
381	0.3202963094
382	0.3198724185
383	0.3194085964
384	0.3188543487
385	0.3183012002
386	0.3177791839
387	0.3172422124
388	0.3166737475
389	0.3162211315
390	0.3157264228
391	0.3151276109
392	0.3145340867
393	0.3140743259
394	0.3135239125
395	0.3130165371
396	0.3124484701
397	0.3118888087
398	0.3114623927
399	0.3109501945
400	0.3105128373
401	0.309988139
402	0.3094578537
403	0.3089070181
404	0.3084072574
405	0.3078809307
406	0.3073537059
407	0.3067830893
408	0.3062691673
409	0.3057793473
410	0.3052763771
411	0.3048143393
412	0.3043067113
413	0.303861476
414	0.3033880512
415	0.3029311304
416	0.3024629229
417	0.3019836958
418	0.3014577941
419	0.3009813313
420	0.3005461244
421	0.3000155904
422	0.2995381289
423	0.2990430675
424	0.2985645156
425	0.2980887585
426	0.2976775213
427	0.2971893076
428	0.2967858455
429	0.2963213414
430	0.2958979085
431	0.2954124738
432	0.2949688192
433	0.2944511075
434	0.2939873476
435	0.2935499202
436	0.2931084037
437	0.2926523615
438	0.2921827869
439	0.2917317957
440	0.2912472417
441	0.290846198
442	0.2903523
443	0.289894709
444	0.2895411211
445	0.289067685
446	0.2887060827
447	0.2882725893
448	0.2878441652
449	0.2874188853
450	0.286964298
451	0.2866202361
452	0.2862093838
453	0.2857455483
454	0.2853313153
455	0.2849030854
456	0.2844889078
457	0.2840724313
458	0.2836706762
459	0.2832601258
460	0.2828539806
461	0.2824467829
462	0.2820558473
463	0.2815897821
464	0.2812063132
465	0.2808365575
466	0.2804559103
467	0.2799978479
468	0.2795741836
469	0.279141396
470	0.2787097187
471	0.278281991
472	0.2779045016
473	0.2775140154
474	0.2771220493
475	0.2767400633
476	0.2763298622
477	0.2759664347
478	0.2755389618
479	0.2750788523
480	0.2746902113
481	0.2743093563
482	0.2738643289
483	0.2735226386
484	0.2731308062
485	0.2727243324
486	0.2723329607
487	0.2719251458
488	0.271529041
489	0.2711673666
490	0.2707875155
491	0.270478945
492	0.2700860256
493	0.2696809281
494	0.2692944456
495	0.2688781906
496	0.2684348414
497	0.2680558572
498	0.2676943726
499	0.2673329365
500	0.2669861938
501	0.2666265653
502	0.266244
503	0.2658917742
504	0.265556664
505	0.265192004
506	0.2648082087
507	0.2644023161
508	0.2640367277
509	0.2636950037
510	0.2633335553
511	0.2629598375
512	0.2625925933
513	0.2622112066
514	0.2618324534
515	0.26147421
516	0.2610976234
517	0.2607148515
518	0.2603511838
519	0.2599598908
520	0.2596085339
521	0.2592471499
522	0.2588421242
523	0.2584984646
524	0.2581661089
525	0.2578207042
526	0.2574499008
527	0.2571048572
528	0.2567646518
529	0.2564033751
530	0.2560091077
531	0.2556415574
532	0.2552157313
533	0.2548358339
534	0.2545032544
535	0.2541948181
536	0.2538359861
537	0.2534835125
538	0.2531147397
539	0.2527770496
540	0.252498278
541	0.2522207989
542	0.2518861741
543	0.2515690163
544	0.2512543957
545	0.2509159525
546	0.2505637977
547	0.2502545783
548	0.2499289051
549	0.2496033208
550	0.2492751489
551	0.2489631597
552	0.2486960071
553	0.2484045599
554	0.2480317186
555	0.2477110694
556	0.2474021743
557	0.2470627617
558	0.2467390302
559	0.2464105723
560	0.2461137557
561	0.2457697542
562	0.2454380502
563	0.2451124747
564	0.244779345
565	0.2444398377
566	0.2441525969
567	0.2438824348
568	0.2435749521
569	0.2432704639
570	0.2429532828
571	0.2426344204
572	0.2423248348
573	0.241975847
574	0.2416016734
575	0.2412862338
576	0.2409444283
577	0.2405853638
578	0.2402790602
579	0.2399895242
580	0.239658098
581	0.2393247906
582	0.2390598958
583	0.2387926546
584	0.2384683926
585	0.2381155059
586	0.2378271989
587	0.2375434027
588	0.2372811266
589	0.2370075274
590	0.2366999164
591	0.2363931271
592	0.2361188747
593	0.2358132464
594	0.2355295588
595	0.2351784441
596	0.2348436332
597	0.2345477528
598	0.2342490266
599	0.2339951676
600	0.2336954817
601	0.2333952156
602	0.2331167047
603	0.2327874721
604	0.2324710732
605	0.2322143319
606	0.231888252
607	0.2315847185
608	0.2312854689
609	0.2310332444
610	0.2307215493
611	0.230415476
612	0.23012105
613	0.2298674413
614	0.2296058358
615	0.229292675
616	0.2289496946
617	0.2286732112
618	0.2283916021
619	0.2281162413
620	0.2278265174
621	0.2275382121
622	0.2272690606
623	0.2270708627
624	0.2267615709
625	0.2264931175
626	0.2262172992
627	0.2260034976
628	0.2257109607
629	0.2254573104
630	0.2251843777
631	0.2249342379
632	0.2246641282
633	0.2244197008
634	0.2241485114
635	0.2238597738
636	0.2235898171
637	0.2233121086
638	0.2230091994
639	0.2227203238
640	0.2224308846
641	0.2221269678
642	0.2218581424
643	0.2215439546
644	0.2212843758
645	0.221049917
646	0.2207618425
647	0.2205042441
648	0.2202754211
649	0.2200313577
650	0.2198154694
651	0.2195733706
652	0.2193308743
653	0.2190201179
654	0.2186862847
655	0.2184614036
656	0.218206044
657	0.2179385158
658	0.2176620645
659	0.2173952477
660	0.2171836521
661	0.2169429679
662	0.2167419341
663	0.2165119034
664	0.2162909763
665	0.2160438307
666	0.2157623513
667	0.2155539234
668	0.2153242457
669	0.2150648535
670	0.2147797032
671	0.214479581
672	0.2141743253
673	0.2139687714
674	0.213729611
675	0.2134546669
676	0.2131657958
677	0.2128949966
678	0.2126637415
679	0.2124348902
680	0.2121925878
681	0.2119444592
682	0.2117448217
683	0.211516081
684	0.2112624881
685	0.2110419548
686	0.2107832387
687	0.2105487082
688	0.2102745775
689	0.2100807388
690	0.2098833699
691	0.209673925
692	0.2094249719
693	0.2091816257
694	0.2089457814
695	0.2086964951
696	0.2084590122
697	0.2082051098
698	0.2079924585
699	0.2077555311
700	0.2075328143
701	0.2073304475
702	0.2070588843
703	0.2068246424
704	0.2066078877
705	0.2063612339
706	0.2061373174
707	0.2059115372
708	0.2056729491
709	0.2054544945
710	0.2052257479
711	0.2049891855
712	0.2047892968
713	0.2045518262
714	0.2043410425
715	0.2041249233
716	0.2038766909
717	0.2036514343
718	0.2034776368
719	0.2032931163
720	0.2030768142
721	0.2028599565
722	0.2026296
723	0.2024707519
724	0.2022026614
725	0.201993649
726	0.201734212
727	0.2015396177
728	0.2013201951
729	0.2011006384
730	0.2008600944
731	0.2006560978
732	0.2004497935
733	0.2002303571
734	0.2000225951
735	0.1998099314
736	0.1995971291
737	0.1993867524
738	0.199167224
739	0.1989236845
740	0.1987248511
741	0.1984454322
742	0.1982124034
743	0.1980114755
744	0.1978252685
745	0.1976259317
746	0.1973811305
747	0.1971667148
748	0.196969497
749	0.1967972396
750	0.1965904448
751	0.196395902
752	0.1961960469
753	0.1959983272
754	0.195747117
755	0.1955492358
756	0.1953410849
757	0.1951383603
758	0.1949226517
759	0.1947303697
760	0.1945462405
761	0.1943215264
762	0.1941274935
763	0.1939535729
764	0.1937671118
765	0.1935576562
766	0.1933451869
767	0.1931590214
768	0.1929543797
769	0.1927402614
770	0.1925599867
771	0.192378564
772	0.1921535155
773	0.1919417182
774	0.1917206657
775	0.1915514858
776	0.1913725327
777	0.1911781861
778	0.1909838714
779	0.1908013579
780	0.1906090833
781	0.1903913095
782	0.1901727022
783	0.189990041
784	0.1897675279
785	0.1895680507
786	0.1893134779
787	0.1891333916
788	0.1889305693
789	0.1887315837
790	0.1885279722
791	0.188325046
792	0.1881047166
793	0.1879245755
794	0.1877600275
795	0.1875586188
796	0.1873397218
797	0.1871290219
798	0.1869206697
799	0.1867459777
800	0.1865631191
801	0.1863881502
802	0.1862084697
803	0.18602345
804	0.1858415521
805	0.1856474313
806	0.1855141943
807	0.1853453
808	0.1851849097
809	0.1849988745
810	0.1848165267
811	0.1846356975
812	0.1844490931
813	0.1842607794
814	0.184055366
815	0.1838673819
816	0.1837029809
817	0.183553287
818	0.1834093661
819	0.1832178806
820	0.1830240467
821	0.1828571246
822	0.1826247349
823	0.1825001778
824	0.1823418532
825	0.182160592
826	0.1819299342
827	0.1817424781
828	0.1815393068
829	0.1813739636
830	0.1811824696
831	0.1809979781
832	0.1808177752
833	0.1806370134
834	0.1804731428
835	0.180318185
836	0.180152346
837	0.1799959515
838	0.1798116317
839	0.1796057833
840	0.1794465152
841	0.1792681004
842	0.1791104921
843	0.178915279
844	0.1787354928
845	0.1785135696
846	0.1783208848
847	0.1781463991
848	0.1779368289
849	0.177785626
850	0.177599346
851	0.1774631759
852	0.1773275883
853	0.1771817349
854	0.1770357293
855	0.176864347
856	0.1766764277
857	0.1764986387
858	0.1763415353
859	0.1762015053
860	0.1760435096
861	0.17589532
862	0.1757378821
863	0.1755827135
864	0.1754355684
865	0.1752826325
866	0.1751163242
867	0.1749390627
868	0.1747933422
869	0.1746408357
870	0.1744730535
871	0.174303595
872	0.1741476192
873	0.1739785836
874	0.1737981075
875	0.1736628108
876	0.1735266699
877	0.173356984
878	0.1731912381
879	0.1730042693
880	0.1728083004
881	0.172640781
882	0.1724919626
883	0.172327114
884	0.1721397477
885	0.1719632142
886	0.1717967216
887	0.1716527453
888	0.1715068624
889	0.1713492531
890	0.1711549426
891	0.1710183058
892	0.1708561617
893	0.1706951169
894	0.1705196691
895	0.170389724
896	0.1702212936
897	0.1700699739
898	0.1699236333
899	0.1697292714
900	0.169571374
901	0.1694020456
902	0.1692396818
903	0.1690782306
904	0.1689015031
905	0.1687345228
906	0.1685858247
907	0.16843767
908	0.1682937337
49402
908	0.2192909114
909	0.2191164435
910	0.2189805199
911	0.2188257827
912	0.2187029852
913	0.2185330629
914	0.2183459518
915	0.218145898
916	0.2179499421
917	0.2177644994
918	0.2175781394
919	0.217422102
920	0.2172353577
921	0.217086906
922	0.2169369239
923	0.216724559
924	0.2165696546
925	0.2164356643
926	0.2162593207
927	0.2160851407
928	0.2159686915
929	0.2157889263
930	0.2156195206
931	0.215483846
932	0.2153715264
933	0.2151974183
934	0.2150438146
935	0.2148624423
936	0.2147291056
937	0.2145681268
938	0.2144287143
939	0.2143062463
940	0.214198975
941	0.2140795948
942	0.2139009627
943	0.2137527266
944	0.2136154968
945	0.2134260033
946	0.2132986112
947	0.2131227287
948	0.2129876552
949	0.2128633233
950	0.2127602188
951	0.2126312451
952	0.212473907
953	0.2123116075
954	0.212085205
955	0.2118940609
956	0.2117304891
957	0.2116249905
958	0.2114877525
959	0.2113039253
960	0.2111820659
961	0.2110713722
962	0.2108862856
963	0.2107372339
964	0.2105898017
965	0.2104150963
966	0.2103137578
967	0.2101617841
968	0.209996155
969	0.2098049629
970	0.2096647807
971	0.2095013158
972	0.2093524215
973	0.2092235598
974	0.2090664155
975	0.2089321824
976	0.2088042952
977	0.2086078231
978	0.2084396291
979	0.2082721355
980	0.2081522762
981	0.2079964938
982	0.2078099881
983	0.2076444293
984	0.2075327456
985	0.2074124263
986	0.2072968643
987	0.2071218055
988	0.2069399785
989	0.2067968109
990	0.2066170333
991	0.2064421023
992	0.2062977454
993	0.2061572916
994	0.2060152374
995	0.2058815496
996	0.2057159675
997	0.2056161318
998	0.2054564745
999	0.2053301086
1000	0.2052083627
1001	0.2051059356
1002	0.2050028872
1003	0.2048309589
1004	0.2047099686
1005	0.2045764866
1006	0.2044256411
1007	0.2043382462
1008	0.2041863922
1009	0.204033679
1010	0.2039159872
1011	0.2038022408
1012	0.2036599508
1013	0.2034980096
1014	0.2033702051
1015	0.2032438565
1016	0.2031002282
1017	0.2029987216
1018	0.2028813107
1019	0.2027577554
1020	0.2026266312
1021	0.2024916383
1022	0.2023506916
1023	0.2022267275
1024	0.2021195206
1025	0.20200488
1026	0.2018617258
1027	0.2017355647
1028	0.201615802
1029	0.2014679359
1030	0.2013449881
1031	0.2011996673
1032	0.2010636204
1033	0.2009541027
1034	0.2008489596
1035	0.200745384
1036	0.2006470811
1037	0.2004901719
1038	0.2003649974
1039	0.2002200637
1040	0.2001081931
1041	0.2000018611
1042	0.199874537
1043	0.1997390613
1044	0.1995551867
1045	0.1993801377
1046	0.1992754031
1047	0.1991836297
1048	0.1990248667
1049	0.1988794298
1050	0.1987412423
1051	0.1986226104
1052	0.1985094057
1053	0.1983967816
1054	0.1982938013
1055	0.1981642541
1056	0.1980111233
1057	0.1978890859
1058	0.1977203362
1059	0.1975834548
1060	0.1974666145
1061	0.1973631493
1062	0.1972786922
1063	0.1971558433
1064	0.1969966224
1065	0.1968846975
1066	0.1967839048
1067	0.1966505463
1068	0.1965042338
1069	0.1964055699
1070	0.1962922182
1071	0.1961352218
1072	0.1960149829
1073	0.1958735952
1074	0.1957026306
1075	0.1955636729
1076	0.1954616512
1077	0.1953417655
1078	0.1951956069
1079	0.1950999768
1080	0.194965093
1081	0.1948404818
1082	0.1947400842
1083	0.1946120835
1084	0.19448623
1085	0.1943797058
1086	0.1942728884
1087	0.1941465951
1088	0.194017549
1089	0.1939130884
1090	0.193799511
1091	0.1936446575
1092	0.1935178625
1093	0.1934337209
1094	0.1933395048
1095	0.1932266983
1096	0.1930655628
1097	0.1929649908
1098	0.1928231082
1099	0.1927097113
1100	0.1925469714
1101	0.1923950081
1102	0.1922857853
1103	0.1922018546
1104	0.192078384
1105	0.1919542816
1106	0.1918381117
1107	0.1917481823
1108	0.1916426549
1109	0.1914877873
1110	0.1913689617
1111	0.1912115122
1112	0.1910596817
1113	0.1909268449
1114	0.1908383179
1115	0.1906777582
1116	0.1905928222
1117	0.1904378628
1118	0.1903275104
1119	0.190220853
1120	0.1900773293
1121	0.1899882328
1122	0.1898410714
1123	0.1897492451
1124	0.1896244306
1125	0.1895563904
1126	0.1894447029
1127	0.1893160862
1128	0.1891621281
1129	0.1890281933
1130	0.1888874764
1131	0.1887945947
1132	0.1886630006
1133	0.1884704198
1134	0.1883869476
1135	0.188296083
1136	0.1881629292
1137	0.1880524391
1138	0.1879440874
1139	0.187786106
1140	0.1876259405
1141	0.1875138388
1142	0.187400881
1143	0.187283789
1144	0.1872072236
1145	0.1870848234
1146	0.1869618344
1147	0.1868420181
1148	0.1867146662
1149	0.1866050354
1150	0.1864763291
1151	0.1863449568
1152	0.1861966233
1153	0.186109711
1154	0.1860036375
1155	0.1859104599
1156	0.1857919108
1157	0.1856840791
1158	0.1855198843
1159	0.1854130109
1160	0.1853049749
1161	0.1852180721
1162	0.185110382
1163	0.1849913009
1164	0.1848714233
1165	0.184781556
1166	0.1846915224
1167	0.1845782306
1168	0.1844652265
1169	0.1843322375
1170	0.1842136235
1171	0.1841235831
1172	0.1840292639
1173	0.183952331
1174	0.183815905
1175	0.1836955172
1176	0.1835891709
1177	0.183453847
1178	0.1833196802
1179	0.1832128016
1180	0.1831028817
1181	0.182974445
1182	0.1828861632
1183	0.1827671477
1184	0.1826634253
1185	0.1825628858
1186	0.1824121871
1187	0.1823385361
1188	0.1822676305
1189	0.1821835463
1190	0.1820953891
1191	0.1819673099
1192	0.1818813969
1193	0.1817382309
1194	0.181642413
1195	0.1815338423
1196	0.1814018799
1197	0.1812908842
1198	0.1812019369
1199	0.1811030762
1200	0.1810009086
1201	0.1808983967
1202	0.1808133603
1203	0.1806874667
1204	0.1805581296
1205	0.1804557985
1206	0.1803615826
1207	0.1802596069
1208	0.1801530555
1209	0.1800598113
1210	0.1799642979
1211	0.1798580495
1212	0.1797898168
1213	0.1796726515
1214	0.1795627462
1215	0.1794709676
1216	0.1793582566
1217	0.1792364561
1218	0.1791304781
1219	0.1790061304
1220	0.1789203358
1221	0.1788307202
1222	0.1787530458
1223	0.1786302338
1224	0.1784943264
1225	0.1783952453
1226	0.1783171107
1227	0.1782157245
1228	0.1780839069
1229	0.1780115096
1230	0.1778993467
1231	0.1777910754
1232	0.177655183
1233	0.1775147866
1234	0.1773969731
1235	0.1773036701
1236	0.1772307524
1237	0.1771250139
1238	0.177008332
1239	0.1769103922
1240	0.1768322265
1241	0.1767516889
1242	0.176677447
1243	0.1765716762
1244	0.1764722693
1245	0.1763635135
1246	0.1762089979
1247	0.1761167382
1248	0.1760077441
1249	0.1759277486
1250	0.1758571478
1251	0.1757265532
1252	0.1756110029
1253	0.1755269454
1254	0.175388653
1255	0.1753044049
1256	0.1751911925
1257	0.1751103198
1258	0.1749861048
1259	0.1748895444
1260	0.1747850898
1261	0.1746876101
1262	0.1746218028
1263	0.1744996495
1264	0.174424379
1265	0.1743013007
1266	0.1742047352
1267	0.1741210918
1268	0.1740346371
1269	0.1738867611
1270	0.1737867723
1271	0.1736910512
1272	0.173631924
1273	0.1735386698
1274	0.1734554497
1275	0.1733846719
1276	0.1732645506
1277	0.1731921034
1278	0.1731133223
1279	0.1729952638
1280	0.1728803083
1281	0.172785404
1282	0.1726981853
1283	0.1725837459
1284	0.1725113345
1285	0.172401408
1286	0.172297133
1287	0.1721774254
1288	0.1721096638
1289	0.1720005577
1290	0.1719068989
1291	0.171826029
1292	0.1717506512
1293	0.1716407528
1294	0.171570257
1295	0.1714718632
1296	0.1713529592
1297	0.1712542816
1298	0.1711410465
1299	0.1710570655
1300	0.1709678234
1301	0.1708731401
1302	0.1707864493
1303	0.1707040192
1304	0.1706009618
1305	0.1705173504
1306	0.1704145131
1307	0.1703152223
1308	0.1702372185
1309	0.1701557382
1310	0.1700459778
1311	0.1699615684
1312	0.1698763691
1313	0.1697499279
1314	0.1697001276
1315	0.1696032632
1316	0.1695219966
1317	0.1694146712
1318	0.1693230307
1319	0.1692203272
1320	0.169121178
1321	0.1689954485
1322	0.1689484411
1323	0.1688744701
1324	0.168752583
1325	0.1686574475
1326	0.1685626944
1327	0.1684728083
1328	0.1683755598
1329	0.1682783125
1330	0.1681693022
1331	0.1681150103
1332	0.1680170751
1333	0.1679222451
1334	0.1678259353
1335	0.1677395422
1336	0.1676802036
1337	0.1676010783
1338	0.1675043972
1339	0.1673766214
1340	0.1672952007
1341	0.1672129415
1342	0.16715106
1343	0.1670584015
1344	0.1669442214
1345	0.1668868116
1346	0.1668169533
1347	0.16672102
1348	0.1666344743
1349	0.1665448558
1350	0.166464181
1351	0.1663823751
1352	0.166257816
1353	0.1661612666
1354	0.1660626854
1355	0.1659799921
1356	0.1658972112
1357	0.1657775392
1358	0.165722091
1359	0.1656373263
1360	0.1655756215
1361	0.165484701
1362	0.1653823698
1363	0.1652788654
1364	0.1651801939
1365	0.1650860529
1366	0.1649915381
1367	0.1648893627
1368	0.1648175232
1369	0.1647455471
1370	0.1646145193
1371	0.1645444579
1372	0.1644788781
1373	0.1643873625
1374	0.1642862304
1375	0.1642191776
1376	0.1641381782
1377	0.1640604188
1378	0.1640005564
1379	0.1638973666
1380	0.1638223833
1381	0.1637245592
1382	0.1636526205
1383	0.1635707794
1384	0.1634693041
1385	0.1633780178
1386	0.163293833
1387	0.1631977124
1388	0.1631391428
1389	0.1630699101
1390	0.1629985252
1391	0.1629159377
1392	0.1628461016
1393	0.1627371742
1394	0.1626424286
1395	0.162567957
1396	0.162478146
1397	0.162397611
1398	0.162332664
1399	0.1622790982
1400	0.1621891167
1401	0.1620913344
1402	0.1619952562
1403	0.1619073225
1404	0.1618246727
1405	0.1617157243
1406	0.1616373218
1407	0.1615440305
1408	0.161448011
1409	0.161359838
1410	0.161283898
1411	0.1611727822
1412	0.1611043546
1413	0.161021512
1414	0.1609379503
1415	0.160846392
1416	0.1607651647
1417	0.1606938295
1418	0.1606034534
1419	0.1605326886
1420	0.1604479448
1421	0.1603565135
1422	0.1602884598
1423	0.1601705208
1424	0.1600953823
1425	0.1600009328
1426	0.1598933906
1427	0.1598100665
1428	0.1597036128
1429	0.1596213155
1430	0.1595419794
1431	0.159445682
1432	0.1593487429
1433	0.1592619557
1434	0.1592015099
1435	0.1591305062
1436	0.1590644616
1437	0.1589874996
1438	0.1589206764
1439	0.1588323558
1440	0.1587443831
1441	0.1586910255
1442	0.1585997618
1443	0.1585293546
1444	0.1584934148
1445	0.1584282041
1446	0.1583613796
1447	0.1583018734
1448	0.1582234652
1449	0.1581034738
1450	0.1580323384
1451	0.1579532441
1452	0.1578749904
1453	0.1578190339
1454	0.1577535856
1455	0.1576971905
1456	0.1576073245
1457	0.1575002548
9902178376
1388	0.009895263311
1389	0.009872331096
1390	0.009872322781
1391	0.009872194492
1392	0.009866125075
1393	0.009860822965
1394	0.009842070163
1395	0.009833862208
1396	0.009796722479
1397	0.009789398647
1398	0.009789391026
1399	0.00977153694
1400	0.009771500441
1401	0.009764704744
1402	0.009764645675
1403	0.009764555372
1404	0.009757854163
1405	0.009743505413
1406	0.00974346144
1407	0.00974186243
1408	0.009738860221
1409	0.009722061451
1410	0.009713098223
1411	0.009704932142
1412	0.009699650802
1413	0.009693953075
1414	0.00969392336
1415	0.009690469388
1416	0.009690386547
1417	0.00967801436
1418	0.009678005781
1419	0.009677803681
1420	0.009677618264
1421	0.009677569044
